image_id,image_path,true_class,true_label,true_class_name,hard_competitor,hard_competitor_label,hard_competitor_name,original_true_prob,original_competitor_prob,original_margin,original_prediction,transform,transform_type,transform_params,augmented_true_prob,augmented_competitor_prob,augmented_margin,augmented_prediction,delta_margin,feature_cosine,prediction_consistent,correct_original,correct_augmented
4061,070.Green_Violetear/Green_Violetear_0027_60841.jpg,70,69,070.Green_Violetear,18,17,018.Spotted_Catbird,0.99862099,0.00078487303,0.99783611,70,color_jitter,color_jitter,"{""brightness"":0.931341,""contrast"":0.826553,""hue"":0.053613,""saturation"":0.880607}",0.9940176,0.0030489236,0.99096868,70,-0.0068674365,0.96945596,True,True,True
4112,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0054_797088.jpg,71,70,071.Long_tailed_Jaeger,61,60,061.Heermann_Gull,0.019381909,0.096573792,-0.077191884,61,color_jitter,color_jitter,"{""brightness"":0.702273,""contrast"":0.912562,""hue"":0.000702,""saturation"":1.132793}",0.026557947,0.097304285,-0.070746338,61,0.0064455457,0.97814963,True,False,False
4127,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0062_797104.jpg,71,70,071.Long_tailed_Jaeger,44,43,044.Frigatebird,0.63512957,0.10584788,0.52928169,71,color_jitter,color_jitter,"{""brightness"":1.045974,""contrast"":0.75179,""hue"":0.044061,""saturation"":1.277546}",0.84760803,0.032934792,0.81467324,71,0.28539155,0.97825316,True,True,True
4129,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0060_60886.jpg,71,70,071.Long_tailed_Jaeger,72,71,072.Pomarine_Jaeger,0.45646387,0.40132156,0.055142313,71,color_jitter,color_jitter,"{""brightness"":0.882586,""contrast"":1.042012,""hue"":0.087416,""saturation"":0.953581}",0.82910138,0.072124749,0.75697663,71,0.70183432,0.94106001,True,True,True
4167,072.Pomarine_Jaeger/Pomarine_Jaeger_0006_795775.jpg,72,71,072.Pomarine_Jaeger,8,7,008.Rhinoceros_Auklet,0.39652753,0.13470884,0.26181869,72,color_jitter,color_jitter,"{""brightness"":1.108384,""contrast"":1.214189,""hue"":-0.058694,""saturation"":1.012552}",0.23494127,0.21039094,0.024550334,72,-0.23726836,0.91051673,True,True,True
4183,072.Pomarine_Jaeger/Pomarine_Jaeger_0039_61348.jpg,72,71,072.Pomarine_Jaeger,30,29,030.Fish_Crow,0.91789699,0.029269807,0.88862718,72,color_jitter,color_jitter,"{""brightness"":1.164731,""contrast"":1.196514,""hue"":0.025807,""saturation"":1.261414}",0.65590608,0.18478239,0.4711237,72,-0.41750348,0.96663789,True,True,True
4184,072.Pomarine_Jaeger/Pomarine_Jaeger_0075_61349.jpg,72,71,072.Pomarine_Jaeger,44,43,044.Frigatebird,0.9652161,0.012128512,0.95308759,72,color_jitter,color_jitter,"{""brightness"":0.878992,""contrast"":1.254021,""hue"":-0.035923,""saturation"":1.322681}",0.33087188,0.14189489,0.18897699,72,-0.7641106,0.88148019,True,True,True
4209,073.Blue_Jay/Blue_Jay_0066_61490.jpg,73,72,073.Blue_Jay,74,73,074.Florida_Jay,0.99421543,0.0037097298,0.9905057,73,color_jitter,color_jitter,"{""brightness"":1.022806,""contrast"":1.046611,""hue"":0.074077,""saturation"":0.801406}",0.98357749,0.007115474,0.97646202,73,-0.014043683,0.96246579,True,True,True
4238,073.Blue_Jay/Blue_Jay_0061_63645.jpg,73,72,073.Blue_Jay,164,163,164.Cerulean_Warbler,0.91990012,0.049589716,0.8703104,73,color_jitter,color_jitter,"{""brightness"":1.325288,""contrast"":1.155579,""hue"":-0.061074,""saturation"":1.27585}",0.28121272,0.068910532,0.21230219,73,-0.65800822,0.83058766,True,True,True
4254,073.Blue_Jay/Blue_Jay_0086_63394.jpg,73,72,073.Blue_Jay,74,73,074.Florida_Jay,0.99635941,0.001098302,0.99526111,73,color_jitter,color_jitter,"{""brightness"":0.614738,""contrast"":0.912362,""hue"":0.079837,""saturation"":1.315187}",0.95403492,0.00056693808,0.95346799,73,-0.04179312,0.92987178,True,True,True
4267,074.Florida_Jay/Florida_Jay_0039_64576.jpg,74,73,074.Florida_Jay,107,106,107.Common_Raven,0.99122006,0.0017693045,0.98945075,74,color_jitter,color_jitter,"{""brightness"":0.618385,""contrast"":1.131219,""hue"":-0.031222,""saturation"":1.125346}",0.77536261,0.015727414,0.7596352,74,-0.22981556,0.91486042,True,True,True
4275,074.Florida_Jay/Florida_Jay_0029_65114.jpg,74,73,074.Florida_Jay,111,110,111.Loggerhead_Shrike,0.014521719,0.26868358,-0.25416186,111,color_jitter,color_jitter,"{""brightness"":0.871275,""contrast"":0.644102,""hue"":0.031096,""saturation"":0.639211}",0.0040358393,0.013918141,-0.0098823016,128,0.24427956,0.81641756,False,False,False
4289,074.Florida_Jay/Florida_Jay_0092_64924.jpg,74,73,074.Florida_Jay,72,71,072.Pomarine_Jaeger,0.00076869607,0.47424361,-0.47347492,72,color_jitter,color_jitter,"{""brightness"":1.071455,""contrast"":1.188049,""hue"":-0.06786,""saturation"":0.755207}",0.00050592649,0.44498083,-0.4444749,72,0.029000012,0.97666785,True,False,False
4332,075.Green_Jay/Green_Jay_0075_65701.jpg,75,74,075.Green_Jay,168,167,168.Kentucky_Warbler,0.94347757,0.014479352,0.92899822,75,color_jitter,color_jitter,"{""brightness"":0.894317,""contrast"":0.849661,""hue"":-0.094086,""saturation"":0.921917}",0.30673075,0.25048107,0.056249678,75,-0.87274854,0.89333311,True,True,True
4356,075.Green_Jay/Green_Jay_0086_65847.jpg,75,74,075.Green_Jay,73,72,073.Blue_Jay,0.97632128,0.0050268187,0.97129446,75,color_jitter,color_jitter,"{""brightness"":0.738803,""contrast"":0.722534,""hue"":-0.036834,""saturation"":1.060116}",0.87868714,0.015314897,0.86337225,75,-0.10792221,0.95266462,True,True,True
4363,075.Green_Jay/Green_Jay_0095_65881.jpg,75,74,075.Green_Jay,168,167,168.Kentucky_Warbler,0.85908949,0.034789544,0.82429995,75,color_jitter,color_jitter,"{""brightness"":1.052185,""contrast"":1.097573,""hue"":0.034793,""saturation"":0.891556}",0.79047143,0.068168506,0.72230293,75,-0.10199702,0.9911265,True,True,True
4392,076.Dark_eyed_Junco/Dark_Eyed_Junco_0013_66332.jpg,76,75,076.Dark_eyed_Junco,26,25,026.Bronzed_Cowbird,0.77548188,0.091320239,0.68416164,76,color_jitter,color_jitter,"{""brightness"":1.320244,""contrast"":0.856666,""hue"":0.099813,""saturation"":0.90191}",0.46864706,0.019247511,0.44939955,76,-0.23476209,0.86213769,True,True,True
4422,076.Dark_eyed_Junco/Dark_Eyed_Junco_0089_68498.jpg,76,75,076.Dark_eyed_Junco,39,38,039.Least_Flycatcher,0.96021187,0.006706953,0.95350492,76,color_jitter,color_jitter,"{""brightness"":1.308334,""contrast"":0.773546,""hue"":-0.062052,""saturation"":0.768328}",0.78480732,0.015722748,0.76908458,76,-0.18442034,0.96090997,True,True,True
4426,076.Dark_eyed_Junco/Dark_Eyed_Junco_0096_68514.jpg,76,75,076.Dark_eyed_Junco,79,78,079.Belted_Kingfisher,0.34523976,0.22473752,0.12050223,76,color_jitter,color_jitter,"{""brightness"":1.250656,""contrast"":1.00047,""hue"":0.07384,""saturation"":0.69346}",0.04134351,0.15675293,-0.11540942,79,-0.23591165,0.87639306,False,True,False
4439,077.Tropical_Kingbird/Tropical_Kingbird_0102_69654.jpg,77,76,077.Tropical_Kingbird,103,102,103.Sayornis,0.44444728,0.13994125,0.30450603,77,color_jitter,color_jitter,"{""brightness"":0.749802,""contrast"":1.166438,""hue"":-0.093516,""saturation"":1.099221}",0.010409055,0.059782203,-0.049373148,97,-0.35387918,0.81271071,False,True,False
4449,077.Tropical_Kingbird/Tropical_Kingbird_0060_69942.jpg,77,76,077.Tropical_Kingbird,38,37,038.Great_Crested_Flycatcher,0.99434125,0.001903294,0.99243796,77,color_jitter,color_jitter,"{""brightness"":0.861392,""contrast"":1.268198,""hue"":-0.026902,""saturation"":1.111928}",0.99547911,0.0003540593,0.99512505,77,0.0026870874,0.97522178,True,True,True
4485,077.Tropical_Kingbird/Tropical_Kingbird_0003_69852.jpg,77,76,077.Tropical_Kingbird,38,37,038.Great_Crested_Flycatcher,0.99580342,0.002328523,0.99347489,77,color_jitter,color_jitter,"{""brightness"":0.838966,""contrast"":0.779843,""hue"":0.012559,""saturation"":0.602918}",0.11917911,0.00269501,0.1164841,78,-0.8769908,0.90974952,False,True,False
4520,078.Gray_Kingbird/Gray_Kingbird_0063_70287.jpg,78,77,078.Gray_Kingbird,135,134,135.Bank_Swallow,0.060027625,0.24384986,-0.18382223,135,color_jitter,color_jitter,"{""brightness"":0.672691,""contrast"":1.025321,""hue"":0.015296,""saturation"":0.659725}",0.18067273,0.09265922,0.088013515,91,0.27183575,0.97622074,False,False,False
4526,078.Gray_Kingbird/Gray_Kingbird_0059_795030.jpg,78,77,078.Gray_Kingbird,103,102,103.Sayornis,0.49489728,0.2686305,0.22626677,78,color_jitter,color_jitter,"{""brightness"":0.736577,""contrast"":1.266857,""hue"":-0.042497,""saturation"":1.039866}",0.85732204,0.029695015,0.82762702,78,0.60136025,0.9587761,True,True,True
4531,078.Gray_Kingbird/Gray_Kingbird_0037_70050.jpg,78,77,078.Gray_Kingbird,112,111,112.Great_Grey_Shrike,0.951195,0.012614856,0.93858015,78,color_jitter,color_jitter,"{""brightness"":0.855864,""contrast"":1.238648,""hue"":0.041369,""saturation"":0.616595}",0.9557209,0.015993305,0.9397276,78,0.0011474509,0.97886294,True,True,True
4599,079.Belted_Kingfisher/Belted_Kingfisher_0061_70363.jpg,79,78,079.Belted_Kingfisher,80,79,080.Green_Kingfisher,0.063436948,0.78139967,-0.71796272,80,color_jitter,color_jitter,"{""brightness"":1.314438,""contrast"":0.666318,""hue"":-0.076595,""saturation"":0.959875}",0.021394519,0.71627629,-0.69488177,80,0.023080951,0.91263012,True,False,False
4604,079.Belted_Kingfisher/Belted_Kingfisher_0111_70375.jpg,79,78,079.Belted_Kingfisher,32,31,032.Mangrove_Cuckoo,0.086474553,0.16011138,-0.07363683,32,color_jitter,color_jitter,"{""brightness"":1.126413,""contrast"":1.247611,""hue"":-0.016252,""saturation"":1.293936}",0.02808537,0.075247765,-0.047162395,32,0.026474435,0.92465891,True,False,False
4612,079.Belted_Kingfisher/Belted_Kingfisher_0084_70399.jpg,79,78,079.Belted_Kingfisher,82,81,082.Ringed_Kingfisher,0.84471262,0.12056711,0.7241455,79,color_jitter,color_jitter,"{""brightness"":1.339146,""contrast"":0.96765,""hue"":0.047005,""saturation"":0.919483}",0.52943814,0.071458556,0.45797958,79,-0.26616592,0.95399244,True,True,True
4617,080.Green_Kingfisher/Green_Kingfisher_0010_71191.jpg,80,79,080.Green_Kingfisher,82,81,082.Ringed_Kingfisher,0.30501655,0.26893592,0.036080629,80,color_jitter,color_jitter,"{""brightness"":1.062039,""contrast"":1.216196,""hue"":0.069247,""saturation"":1.068095}",0.53743535,0.19883935,0.338596,80,0.30251537,0.94846189,True,True,True
4639,080.Green_Kingfisher/Green_Kingfisher_0042_71028.jpg,80,79,080.Green_Kingfisher,67,66,067.Anna_Hummingbird,0.88609791,0.043710254,0.84238765,80,color_jitter,color_jitter,"{""brightness"":0.829961,""contrast"":0.841242,""hue"":-0.086155,""saturation"":1.199282}",0.2009535,0.6853261,-0.4843726,67,-1.3267603,0.92063902,False,True,False
4661,080.Green_Kingfisher/Green_Kingfisher_0059_71119.jpg,80,79,080.Green_Kingfisher,82,81,082.Ringed_Kingfisher,0.97755879,0.010387943,0.96717085,80,color_jitter,color_jitter,"{""brightness"":1.313456,""contrast"":1.195382,""hue"":0.095343,""saturation"":0.938106}",0.78080177,0.00062983623,0.78017194,80,-0.18699891,0.80249483,True,True,True
4683,081.Pied_Kingfisher/Pied_Kingfisher_0016_72280.jpg,81,80,081.Pied_Kingfisher,80,79,080.Green_Kingfisher,0.99204987,0.001138952,0.99091092,81,color_jitter,color_jitter,"{""brightness"":1.198233,""contrast"":0.625145,""hue"":0.071699,""saturation"":0.871011}",0.95106196,0.0005581649,0.9505038,81,-0.040407122,0.9223531,True,True,True
4699,081.Pied_Kingfisher/Pied_Kingfisher_0106_71404.jpg,81,80,081.Pied_Kingfisher,79,78,079.Belted_Kingfisher,0.96791875,0.012554459,0.95536429,81,color_jitter,color_jitter,"{""brightness"":1.227911,""contrast"":1.201977,""hue"":0.044913,""saturation"":0.656793}",0.91863197,0.012594581,0.90603739,81,-0.049326904,0.96396102,True,True,True
4716,081.Pied_Kingfisher/Pied_Kingfisher_0071_72576.jpg,81,80,081.Pied_Kingfisher,79,78,079.Belted_Kingfisher,0.90419817,0.017131608,0.88706656,81,color_jitter,color_jitter,"{""brightness"":1.335165,""contrast"":1.247795,""hue"":-0.043644,""saturation"":1.262387}",0.54535788,0.025238227,0.52011966,81,-0.36694691,0.94471598,True,True,True
4768,082.Ringed_Kingfisher/Ringed_Kingfisher_0026_72867.jpg,82,81,082.Ringed_Kingfisher,80,79,080.Green_Kingfisher,0.97979593,0.0095443595,0.97025157,82,color_jitter,color_jitter,"{""brightness"":0.860813,""contrast"":1.278874,""hue"":-0.051849,""saturation"":0.688592}",0.26823211,0.20597823,0.062253878,82,-0.9079977,0.89233074,True,True,True
4770,082.Ringed_Kingfisher/Ringed_Kingfisher_0077_72872.jpg,82,81,082.Ringed_Kingfisher,79,78,079.Belted_Kingfisher,0.70268857,0.24488202,0.45780656,82,color_jitter,color_jitter,"{""brightness"":1.100598,""contrast"":0.995812,""hue"":-0.078499,""saturation"":0.962092}",0.24327762,0.28585574,-0.042578116,79,-0.50038467,0.91194461,False,True,False
4776,082.Ringed_Kingfisher/Ringed_Kingfisher_0017_73145.jpg,82,81,082.Ringed_Kingfisher,80,79,080.Green_Kingfisher,0.044467617,0.93613631,-0.89166869,80,color_jitter,color_jitter,"{""brightness"":0.740578,""contrast"":0.770521,""hue"":0.058531,""saturation"":0.78607}",0.030143274,0.86332625,-0.83318298,80,0.058485711,0.90520326,True,False,False
4840,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0074_73408.jpg,83,82,083.White_breasted_Kingfisher,33,32,033.Yellow_billed_Cuckoo,0.96318388,0.011474451,0.95170943,83,color_jitter,color_jitter,"{""brightness"":1.021979,""contrast"":0.722407,""hue"":-0.098743,""saturation"":0.994786}",0.16311772,0.021498414,0.14161931,83,-0.81009012,0.7895841,True,True,True
4845,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0018_71137.jpg,83,82,083.White_breasted_Kingfisher,16,15,016.Painted_Bunting,0.99313474,0.00099807663,0.99213666,83,color_jitter,color_jitter,"{""brightness"":1.096269,""contrast"":1.364652,""hue"":0.012824,""saturation"":1.096295}",0.97343326,0.0020678544,0.9713654,83,-0.020771259,0.98270779,True,True,True
4848,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0118_73511.jpg,83,82,083.White_breasted_Kingfisher,82,81,082.Ringed_Kingfisher,0.72432435,0.039984863,0.68433948,83,color_jitter,color_jitter,"{""brightness"":1.289972,""contrast"":0.751762,""hue"":-0.020454,""saturation"":1.089121}",0.94173771,0.0038031738,0.93793454,83,0.25359506,0.96626925,True,True,True
4853,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0001_795394.jpg,84,83,084.Red_legged_Kittiwake,63,62,063.Ivory_Gull,0.77854604,0.1264009,0.65214513,84,color_jitter,color_jitter,"{""brightness"":0.893047,""contrast"":0.888535,""hue"":-0.042392,""saturation"":1.227125}",0.60604125,0.22460346,0.38143779,84,-0.27070734,0.98303521,True,True,True
4858,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0032_795399.jpg,84,83,084.Red_legged_Kittiwake,45,44,045.Northern_Fulmar,0.99849319,0.00052531273,0.99796788,84,color_jitter,color_jitter,"{""brightness"":1.195491,""contrast"":0.77937,""hue"":0.049782,""saturation"":0.866767}",0.96925408,0.0059642754,0.9632898,84,-0.034678081,0.95889869,True,True,True
4894,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0021_73808.jpg,84,83,084.Red_legged_Kittiwake,45,44,045.Northern_Fulmar,0.3972216,0.59274048,-0.19551888,45,color_jitter,color_jitter,"{""brightness"":1.336386,""contrast"":1.137445,""hue"":-0.02832,""saturation"":1.026694}",0.77007788,0.21981749,0.55026039,84,0.74577928,0.98045441,False,False,True
4929,085.Horned_Lark/Horned_Lark_0028_74408.jpg,85,84,085.Horned_Lark,118,117,118.House_Sparrow,0.97483248,0.0062916386,0.96854084,85,color_jitter,color_jitter,"{""brightness"":1.214812,""contrast"":1.016537,""hue"":0.05374,""saturation"":1.078713}",0.94821876,0.0067559192,0.94146284,85,-0.027077993,0.97423879,True,True,True
4937,085.Horned_Lark/Horned_Lark_0046_73950.jpg,85,84,085.Horned_Lark,132,131,132.White_crowned_Sparrow,0.99798405,0.0018603393,0.99612371,85,color_jitter,color_jitter,"{""brightness"":1.103198,""contrast"":0.979275,""hue"":-0.095119,""saturation"":0.904012}",0.48174012,0.46904916,0.012690961,85,-0.98343275,0.90648896,True,True,True
4952,085.Horned_Lark/Horned_Lark_0138_74083.jpg,85,84,085.Horned_Lark,151,150,151.Black_capped_Vireo,0.97447973,0.0052852426,0.96919449,85,color_jitter,color_jitter,"{""brightness"":0.809392,""contrast"":1.313244,""hue"":0.099762,""saturation"":0.979307}",0.94091475,0.037796266,0.90311848,85,-0.066076009,0.93817265,True,True,True
4994,086.Pacific_Loon/Pacific_Loon_0063_75865.jpg,86,85,086.Pacific_Loon,53,52,053.Western_Grebe,0.97957623,0.0032962612,0.97627997,86,color_jitter,color_jitter,"{""brightness"":0.88569,""contrast"":1.391165,""hue"":0.089943,""saturation"":1.105776}",0.91378713,0.0139175,0.89986963,86,-0.076410342,0.97703364,True,True,True
5003,086.Pacific_Loon/Pacific_Loon_0019_75422.jpg,86,85,086.Pacific_Loon,1,0,001.Black_footed_Albatross,0.55466896,0.17496017,0.3797088,86,color_jitter,color_jitter,"{""brightness"":1.125449,""contrast"":1.061656,""hue"":0.053947,""saturation"":1.147959}",0.45411104,0.01869693,0.43541411,86,0.055705313,0.96104495,True,True,True
5018,086.Pacific_Loon/Pacific_Loon_0023_75476.jpg,86,85,086.Pacific_Loon,52,51,052.Pied_billed_Grebe,0.98533314,0.0053120148,0.98002113,86,color_jitter,color_jitter,"{""brightness"":1.384971,""contrast"":0.610954,""hue"":0.009436,""saturation"":1.201139}",0.94716924,0.012028683,0.93514056,86,-0.044880569,0.982025,True,True,True
5035,087.Mallard/Mallard_0061_76378.jpg,87,86,087.Mallard,86,85,086.Pacific_Loon,0.99339664,0.0018508532,0.99154579,87,color_jitter,color_jitter,"{""brightness"":0.604357,""contrast"":0.632768,""hue"":0.040273,""saturation"":0.649192}",0.18716913,0.20363887,-0.016469732,86,-1.0080155,0.85166164,False,True,False
5043,087.Mallard/Mallard_0071_76940.jpg,87,86,087.Mallard,66,65,066.Western_Gull,0.97308201,0.0055560167,0.96752599,87,color_jitter,color_jitter,"{""brightness"":1.181324,""contrast"":1.253952,""hue"":0.092556,""saturation"":0.636442}",0.87243706,0.00086484931,0.87157221,87,-0.095953779,0.92624087,True,True,True
5050,087.Mallard/Mallard_0053_75985.jpg,87,86,087.Mallard,134,133,134.Cape_Glossy_Starling,0.46782774,0.035109155,0.43271858,87,color_jitter,color_jitter,"{""brightness"":1.008479,""contrast"":0.637498,""hue"":0.019003,""saturation"":1.049454}",0.22359848,0.022333877,0.2012646,87,-0.23145398,0.95829509,True,True,True
5096,088.Western_Meadowlark/Western_Meadowlark_0050_77864.jpg,88,87,088.Western_Meadowlark,163,162,163.Cape_May_Warbler,0.99055183,0.0016981465,0.98885368,88,color_jitter,color_jitter,"{""brightness"":0.673422,""contrast"":0.96586,""hue"":0.037273,""saturation"":0.663149}",0.79641426,0.004720029,0.79169423,88,-0.19715946,0.93858126,True,True,True
5099,088.Western_Meadowlark/Western_Meadowlark_0098_78382.jpg,88,87,088.Western_Meadowlark,36,35,036.Northern_Flicker,0.91564304,0.035339508,0.88030353,88,color_jitter,color_jitter,"{""brightness"":1.018477,""contrast"":1.014088,""hue"":-0.051694,""saturation"":1.219554}",0.81149358,0.13946168,0.67203189,88,-0.20827163,0.94404012,True,True,True
5144,088.Western_Meadowlark/Western_Meadowlark_0069_78587.jpg,88,87,088.Western_Meadowlark,122,121,122.Harris_Sparrow,0.023239775,0.4828763,-0.45963653,122,color_jitter,color_jitter,"{""brightness"":0.791624,""contrast"":1.274085,""hue"":0.098883,""saturation"":1.253763}",0.012999827,0.0011229959,0.011876831,18,0.47151336,0.77834936,False,False,False
5158,089.Hooded_Merganser/Hooded_Merganser_0089_796740.jpg,89,88,089.Hooded_Merganser,90,89,090.Red_breasted_Merganser,0.99966574,3.8616443e-05,0.99962712,89,color_jitter,color_jitter,"{""brightness"":1.075267,""contrast"":1.075833,""hue"":-0.013664,""saturation"":1.199768}",0.99938762,8.8587112e-05,0.99929903,89,-0.00032808594,0.99514842,True,True,True
5159,089.Hooded_Merganser/Hooded_Merganser_0057_796742.jpg,89,88,089.Hooded_Merganser,106,105,106.Horned_Puffin,0.99942172,0.00017487565,0.99924684,89,color_jitter,color_jitter,"{""brightness"":0.875831,""contrast"":0.662625,""hue"":-0.092439,""saturation"":1.272939}",0.97419536,0.0027746235,0.97142074,89,-0.027826102,0.91013414,True,True,True
5196,089.Hooded_Merganser/Hooded_Merganser_0032_79032.jpg,89,88,089.Hooded_Merganser,46,45,046.Gadwall,0.99961948,8.6778389e-05,0.99953271,89,color_jitter,color_jitter,"{""brightness"":0.984784,""contrast"":1.222763,""hue"":-0.081034,""saturation"":0.854578}",0.96825624,0.00026538275,0.96799085,89,-0.031541853,0.90726005,True,True,True
5206,090.Red_breasted_Merganser/Red_Breasted_Merganser_0080_79488.jpg,90,89,090.Red_breasted_Merganser,51,50,051.Horned_Grebe,0.49846473,0.200233,0.29823174,90,color_jitter,color_jitter,"{""brightness"":1.19882,""contrast"":1.101208,""hue"":-0.075349,""saturation"":1.270891}",0.10176615,0.17326625,-0.0715001,51,-0.36973184,0.84480435,False,True,False
5211,090.Red_breasted_Merganser/Red_Breasted_Merganser_0081_79396.jpg,90,89,090.Red_breasted_Merganser,25,24,025.Pelagic_Cormorant,0.9990043,0.00011886559,0.99888544,90,color_jitter,color_jitter,"{""brightness"":0.692614,""contrast"":1.335003,""hue"":0.04763,""saturation"":1.257185}",0.76638389,0.0075900448,0.75879384,90,-0.2400916,0.84605395,True,True,True
5235,090.Red_breasted_Merganser/Red_Breasted_Merganser_0016_79476.jpg,90,89,090.Red_breasted_Merganser,50,49,050.Eared_Grebe,0.98643386,0.0045554093,0.98187845,90,color_jitter,color_jitter,"{""brightness"":1.193331,""contrast"":0.916042,""hue"":-0.066151,""saturation"":1.341834}",0.8922832,0.0012992527,0.89098395,90,-0.090894506,0.89323452,True,True,True
5267,091.Mockingbird/Mockingbird_0096_79878.jpg,91,90,091.Mockingbird,102,101,102.Western_Wood_Pewee,0.82533437,0.053560115,0.77177425,91,color_jitter,color_jitter,"{""brightness"":1.134433,""contrast"":0.663395,""hue"":-0.048728,""saturation"":0.602842}",0.65078193,0.09043403,0.5603479,91,-0.21142635,0.95473956,True,True,True
5285,091.Mockingbird/Mockingbird_0056_81986.jpg,91,90,091.Mockingbird,76,75,076.Dark_eyed_Junco,0.70364857,0.09332598,0.61032259,91,color_jitter,color_jitter,"{""brightness"":0.919269,""contrast"":1.079295,""hue"":-0.053763,""saturation"":0.731039}",0.60978842,0.23570713,0.37408128,91,-0.2362413,0.95638376,True,True,True
5287,091.Mockingbird/Mockingbird_0008_81226.jpg,91,90,091.Mockingbird,45,44,045.Northern_Fulmar,0.026983624,0.54307407,-0.51609045,45,color_jitter,color_jitter,"{""brightness"":1.116187,""contrast"":0.722566,""hue"":0.077037,""saturation"":0.629283}",0.0043568476,0.59099257,-0.58663572,45,-0.070545275,0.91408901,True,False,False
5342,092.Nighthawk/Nighthawk_0073_83540.jpg,92,91,092.Nighthawk,194,193,194.Cactus_Wren,0.99613094,0.0016336396,0.9944973,92,color_jitter,color_jitter,"{""brightness"":0.830967,""contrast"":1.026568,""hue"":-0.076719,""saturation"":0.841806}",0.98084855,0.0012249829,0.97962357,92,-0.014873736,0.95202179,True,True,True
5357,092.Nighthawk/Nighthawk_0034_82578.jpg,92,91,092.Nighthawk,105,104,105.Whip_poor_Will,0.064841278,0.93088502,-0.86604374,105,color_jitter,color_jitter,"{""brightness"":0.609393,""contrast"":1.068935,""hue"":-0.097521,""saturation"":0.837828}",0.042254798,0.31750235,-0.27524755,105,0.59079619,0.79798852,True,False,False
5359,092.Nighthawk/Nighthawk_0068_82368.jpg,92,91,092.Nighthawk,194,193,194.Cactus_Wren,0.94309759,0.024935385,0.91816221,92,color_jitter,color_jitter,"{""brightness"":1.003955,""contrast"":1.062647,""hue"":0.087225,""saturation"":1.196495}",0.96798974,0.0054963678,0.96249337,92,0.044331169,0.93120098,True,True,True
5394,093.Clark_Nutcracker/Clark_Nutcracker_0098_85105.jpg,93,92,093.Clark_Nutcracker,59,58,059.California_Gull,0.96806496,0.0030814882,0.96498348,93,color_jitter,color_jitter,"{""brightness"":1.27264,""contrast"":1.266901,""hue"":0.070474,""saturation"":1.103824}",0.8454268,0.003023932,0.84240287,93,-0.12258061,0.90766815,True,True,True
5405,093.Clark_Nutcracker/Clark_Nutcracker_0011_85698.jpg,93,92,093.Clark_Nutcracker,19,18,019.Gray_Catbird,0.99382621,0.0053742388,0.98845197,93,color_jitter,color_jitter,"{""brightness"":0.713279,""contrast"":0.711295,""hue"":-0.014537,""saturation"":0.768784}",0.95357805,0.036603805,0.91697425,93,-0.071477721,0.96730518,True,True,True
5432,093.Clark_Nutcracker/Clark_Nutcracker_0066_85390.jpg,93,92,093.Clark_Nutcracker,193,192,193.Bewick_Wren,0.0035120035,0.2777932,-0.2742812,193,color_jitter,color_jitter,"{""brightness"":1.313213,""contrast"":1.209043,""hue"":0.059724,""saturation"":1.02514}",0.0031157818,0.011860412,-0.0087446298,102,0.26553657,0.8759353,False,False,False
5450,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0068_86033.jpg,94,93,094.White_breasted_Nuthatch,112,111,112.Great_Grey_Shrike,0.99290317,0.0024366681,0.9904665,94,color_jitter,color_jitter,"{""brightness"":0.941272,""contrast"":1.032435,""hue"":0.076144,""saturation"":0.663586}",0.9743346,0.0081449626,0.96618963,94,-0.02427687,0.9718029,True,True,True
5465,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0094_86156.jpg,94,93,094.White_breasted_Nuthatch,159,158,159.Black_and_white_Warbler,0.96320069,0.01182359,0.9513771,94,color_jitter,color_jitter,"{""brightness"":0.792148,""contrast"":0.842138,""hue"":-0.022783,""saturation"":1.27878}",0.97282517,0.0056645335,0.96716064,94,0.015783538,0.98730526,True,True,True
5492,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0131_86416.jpg,94,93,094.White_breasted_Nuthatch,160,159,160.Black_throated_Blue_Warbler,0.99559826,0.00079673872,0.99480152,94,color_jitter,color_jitter,"{""brightness"":0.836836,""contrast"":0.836261,""hue"":0.066684,""saturation"":0.632963}",0.973005,0.00097124674,0.97203375,94,-0.022767768,0.95435286,True,True,True
5511,095.Baltimore_Oriole/Baltimore_Oriole_0020_87066.jpg,95,94,095.Baltimore_Oriole,96,95,096.Hooded_Oriole,0.55687135,0.1543991,0.40247226,95,color_jitter,color_jitter,"{""brightness"":1.240933,""contrast"":1.115647,""hue"":-0.021031,""saturation"":1.149328}",0.5222708,0.31337723,0.20889357,95,-0.19357869,0.95841677,True,True,True
